,,,,,,Normalized summed signal-to-noise ratio,,,,,,,,,,,,Normalized relative abundance,,,Absolute abundance (copy number per average cell),,
AOE93454.1,L-lactate dehydrogenase [synthetic bacterium JCVI-Syn3.0],64.7798742138365,448,319,220000000000,21868824688.3806,21504953175.1729,21833846905.1794,21833846905.1794,24919059859.2002,23627716302.8037,24983441333.4348,24919059859.2002,25737766160.9159,27847145217.0845,27677246357.8281,27677246357.8281,0.014286782005502,0.015278265271145,0.017191297916789,1100,1177,1324
AOE93455.1,hypothetical protein JCVSYN2_01290 [synthetic bacterium JCVI-Syn3.0],8.76288659793814,5,195,770000000,144341979.537434,167943336.340336,161737940.595738,161737940.595738,24738327.4075207,13322648.162836,107702354.95167,24738327.4075207,62265208.021366,56867606.5420882,31080598.4410107,56867606.5420882,0.000105831771623,1.51674553788192E-05,3.5322443325481E-05,8,1,3
AOE93456.1,hypothetical protein JCVSYN2_01295 [synthetic bacterium JCVI-Syn3.0],47.6277372262774,48,549,11000000000,1318231533.64755,1306973866.46659,1252215418.91703,1306973866.46659,1281858069.46705,1401596667.5128,1145340834.28664,1281858069.46705,1146827239.77966,1027665904.56526,1119290465.35742,1119290465.35742,0.000855206633911,0.000785927227429,0.000695230139466,66,61,54
AOE93457.1,hypothetical protein JCVSYN2_01300 [synthetic bacterium JCVI-Syn3.0],11.0344827586207,1,146,1000000000,158951886.824984,165596139.963562,174061998.478338,165596139.963562,73662711.5945158,55922900.069707,113495394.072395,73662711.5945158,94089789.9073071,92944202.6287903,71274976.4604007,92944202.6287903,0.000108356349794,4.51637603782777E-05,5.7730868756674E-05,8,3,4
AOE93458.1,30S ribosomal protein S21 [synthetic bacterium JCVI-Syn3.0],37.037037037037,2,55,66000000,5150503.74853267,9176879.47436531,11114721.8106799,9176879.47436531,10845841.5641887,4892744.73617855,7547566.45649739,7547566.45649739,8397463.18902609,4217523.41423766,4656755.60629381,4656755.60629381,6.00480882321844E-06,4.62753101944937E-06,2.89247246342591E-06,0,0,0
AOE93459.1,peptidase M17 [synthetic bacterium JCVI-Syn3.0],64.9667405764967,293,452,130000000000,11011877546.6021,11438890013.0243,11362034688.5388,11362034688.5388,16403272614.7894,16079911438.8079,14999859027.6842,16079911438.8079,16329141495.2419,16066267347.2528,16308745828.0586,16308745828.0586,0.007434645550052,0.009858845152536,0.010129927831496,573,759,780
AOE93460.1,peptidase M20 [synthetic bacterium JCVI-Syn3.0],56.7928730512249,88,450,16000000000,1529166753.21399,1538879393.38459,1577083522.22466,1538879393.38459,2122598799.99458,2049769102.01846,1620591910.23998,2049769102.01846,1884303243.44434,1799609768.29973,1877997507.17967,1877997507.17967,0.001006951936666,0.001256745489685,0.001166489404889,78,97,90
AOE93461.1,N-acetylmannosamine-6-phosphate 2-epimerase [synthetic bacterium JCVI-Syn3.0],76.5486725663717,34,227,6400000000,609160311.678557,576156909.567665,595698221.075055,595698221.075055,856471373.509812,833598066.511673,691751527.105227,833598066.511673,704514934.598107,783634603.226639,749014052.727266,749014052.727266,0.000389789791168,0.000511092009957,0.000465238613619,30,39,36
AOE93462.1,sugar kinase [synthetic bacterium JCVI-Syn3.0],17.1821305841924,5,292,1600000000,152653042.055855,148271496.581133,129247369.639939,148271496.581133,178433178.119586,190647146.474766,184462052.096601,184462052.096601,193851756.009314,210538302.949918,211895656.072887,210538302.949918,9.70201246937231E-05,0.000113096568663,0.000130772644146,7,9,10
AOE93463.1,50S ribosomal protein L27 [synthetic bacterium JCVI-Syn3.0],35.4838709677419,13,94,25000000000,2505052452.68817,2652361737.02644,2654854210.84636,2652361737.02644,3439808787.26433,3266741921.65039,2545565799.04093,3266741921.65039,2567730937.15333,2562748584.23762,2805135570.09243,2567730937.15333,0.001735549127059,0.002002890555798,0.001594906767099,134,154,123
AOE93464.1,hypothetical protein JCVSYN2_01335 [synthetic bacterium JCVI-Syn3.0],50,13,105,6100000000,841513655.996351,831695658.140581,839680587.381643,839680587.381643,488059187.138961,487055981.306576,657051101.984472,488059187.138961,639437881.515474,641554798.663196,673951147.872745,641554798.663196,0.000549437465522,0.000299236719654,0.000398491942846,42,23,31
AOE93465.1,50S ribosomal protein L21 [synthetic bacterium JCVI-Syn3.0],57,32,101,48000000000,4879243946.25395,5109451604.14356,4857014228.58223,4879243946.25395,6226197579.15904,5413851709.07428,5502504421.80725,5502504421.80725,5740283630.10416,5202060275.02738,5069392605.84815,5202060275.02738,0.003192689539069,0.00337367150635,0.003231180111377,246,260,249
AOE93467.1,16S rRNA (cytidine(1402)-2'-O)-methyltransferase [synthetic bacterium JCVI-Syn3.0],37.2881355932203,23,296,11000000000,746598420.177831,705204002.673108,759545313.258751,746598420.177831,1127710401.70544,1432370094.30399,1215790034.12118,1215790034.12118,1421008191.48025,1853494806.8538,1738278735.42565,1738278735.42565,0.000488529983793,0.00074541988182,0.001079705228503,38,57,83
AOE93468.1,50S ribosomal protein L33 [synthetic bacterium JCVI-Syn3.0],46.8085106382979,4,48,520000000,62022312.1794983,78683557.9462232,49280738.6242322,62022312.1794983,47376877.7006425,23344392.7753773,84188968.8906862,47376877.7006425,83119170.1581197,61302060.6917161,30681921.0335046,61302060.6917161,4.05837440114814E-05,2.90475045735635E-05,3.80768366418895E-05,3,2,3
AOE93469.1,lipoprotein [synthetic bacterium JCVI-Syn3.0],67.7871148459384,82,358,42000000000,5151285398.84163,4987541682.79807,4941513897.24367,4987541682.79807,4161848700.8397,4662434877.23109,4455399239.43193,4455399239.43193,4371643630.90399,4548789949.09616,4719542623.61375,4548789949.09616,0.003263553192204,0.002731674944943,0.002825411248099,251,210,218
AOE93470.1,hypothetical protein JCVSYN2_01390 [synthetic bacterium JCVI-Syn3.0],66.1835748792271,35,208,35000000000,3955820446.59589,3985846700.88485,4165938101.74463,3985846700.88485,3496295043.58062,3853534316.56754,3630634189.20118,3630634189.20118,3854316683.4158,4192500529.88821,3865113988.12128,3865113988.12128,0.002608103059905,0.002225998595393,0.002400756390035,201,171,185
AOE93471.1,acyl-phosphate glycerol 3-phosphate acyltransferase [synthetic bacterium JCVI-Syn3.0],59.0476190476191,52,316,27000000000,3307409795.48608,3376879357.32753,3393380627.99929,3376879357.32753,2397928957.57051,2324691283.93504,3032535763.7496,2397928957.57051,3167887042.2027,3041305616.0484,2957981555.68086,3041305616.0484,0.002209630737384,0.001470207741469,0.001889060429839,170,113,146
AOE93472.1,ACP synthase [synthetic bacterium JCVI-Syn3.0],29.0909090909091,3,111,200000000,28030028.0525663,28054298.338993,28043699.3576026,28043699.3576026,21704423.6899556,21828719.4049354,21322786.9870655,21704423.6899556,16457325.0641135,16513395.5025417,18045323.6022265,16513395.5025417,1.83501432931115E-05,1.33073215669507E-05,1.02570428442084E-05,50,50,50
AOE93473.1,cytidine deaminase [synthetic bacterium JCVI-Syn3.0],61.25,20,161,19000000000,2682708548.06083,2536823992.61679,2526723268.89541,2536823992.61679,1816139518.33197,1798464252.8023,1968800993.81774,1816139518.33197,1883225267.52121,1879135963.47463,1907978194.47911,1883225267.52121,0.001659948039676,0.001113503538547,0.001169736548203,128,86,90
AOE93474.1,hypothetical protein JCVSYN2_01410 [synthetic bacterium JCVI-Syn3.0],32.7944572748268,27,434,8600000000,1340750320.35996,1249492580.30857,1231415100.21353,1249492580.30857,712189107.839914,760179748.612787,943799729.89898,760179748.612787,744939294.519312,807216890.694337,810017227.552616,807216890.694337,0.000817594269571,0.000466078091175,0.000501390415505,63,36,39
AOE93475.1,RNA pseudouridine synthase [synthetic bacterium JCVI-Syn3.0],39.6774193548387,24,311,16000000000,1932597855.82376,1896510247.12645,1972826990.70195,1932597855.82376,1771444828.99981,1675324804.94975,1786961513.93731,1771444828.99981,1626759110.30537,1644063772.75246,1693510875.40311,1644063772.75246,0.001264578083302,0.001086100525605,0.001021185046597,97,84,79
AOE93476.1,lipoprotein signal peptidase [synthetic bacterium JCVI-Syn3.0],3.96039603960396,3,203,370000000,59951130.4617571,58945339.6809711,60576300.4399281,59951130.4617571,21789897.2541095,21168974.1053363,47905143.4612229,21789897.2541095,37631239.3160632,35075563.5238266,26956411.7567853,35075563.5238266,3.9228484820389E-05,1.33597267457252E-05,2.17866493776684E-05,3,1,2
AOE93477.1,isoleucine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],49.8360655737705,106,916,34000000000,4279859946.88693,4378417638.58133,4225361119.89107,4279859946.88693,3396413790.85033,3282514151.54308,3778549022.01113,3396413790.85033,3670395855.40023,3586647958.58714,3401840516.24876,3586647958.58714,0.002800487991914,0.002082394406546,0.002227791478298,216,160,172
AOE93478.1,hydrolase [synthetic bacterium JCVI-Syn3.0],32.2188449848024,16,330,4600000000,617658465.224689,575450437.941713,602871253.93347,602871253.93347,581010007.167134,608034704.476071,585346213.776071,585346213.776071,340845338.296356,328434109.06536,360349470.119136,340845338.296356,0.00039448340092,0.00035888491701,0.000211710864529,30,28,16
AOE93479.1,hypothetical protein JCVSYN2_01435 [synthetic bacterium JCVI-Syn3.0],61.5942028985507,60,139,11000000000,982120029.841784,966627063.202551,1011812667.38863,982120029.841784,1606627817.23113,1415865284.16222,1279095077.56207,1415865284.16222,1240030366.20304,1235151928.02655,1262669766.38204,1240030366.20304,0.00064264143788,0.000868089146295,0.000770225880698,50,67,59
AOE93480.1,cell division protein FtsZ [synthetic bacterium JCVI-Syn3.0],55.3246753246753,97,386,120000000000,10739498714.9703,9964926945.45437,11227443350.0661,10739498714.9703,16926830149.8242,12801314600.9941,15035608605.9136,15035608605.9136,14833509331.1619,14115333126.8378,14355535174.7776,14355535174.7776,0.007027294716111,0.009218566755417,0.008916720932201,541,710,687
AOE93481.1,16S rRNA (cytosine(1402)-N(4))-methyltransferase [synthetic bacterium JCVI-Syn3.0],54.5454545454545,18,309,6000000000,675052307.488609,659082148.312774,664027263.538442,664027263.538442,636301161.619414,637575157.883159,648003694.454389,637575157.883159,627176428.201095,755646122.383114,697135716.119004,697135716.119004,0.000434500287608,0.000390907299371,0.000433015178941,33,30,33
AOE93483.1,50S ribosomal protein L32 [synthetic bacterium JCVI-Syn3.0],55.9322033898305,2,60,4300000000,319861141.964893,426543126.497235,501551977.54511,426543126.497235,483747288.00723,430566757.445301,610546510.237245,483747288.00723,396085766.112135,733371718.277424,397725713.913427,397725713.913427,0.000279104671324,0.000296593026869,0.00024704123917,21,23,19
AOE93484.1,hypothetical protein JCVSYN2_01465 [synthetic bacterium JCVI-Syn3.0],43.0232558139535,22,173,48000000000,6921865843.79902,6491509734.32799,6575375779.98147,6575375779.98147,5426226203.54257,5941908930.56917,5285669994.00651,5426226203.54257,3622745572.52245,3790414987.40226,3944282953.84855,3790414987.40226,0.004302538200475,0.003326904137933,0.002354358249164,331,256,181
AOE93485.1,phenylalanine--tRNA ligase subunit beta [synthetic bacterium JCVI-Syn3.0],55.2896725440806,203,795,140000000000,15432528825.0033,15565638792.7673,15372569268.5329,15432528825.0033,15238150889.102,15418008919.193,15077804928.5366,15238150889.102,15702649496.7483,16141043730.693,16051605149.4236,16051605149.4236,0.010098136900655,0.009342748596492,0.00997020883504,778,720,768
AOE93486.1,phenylalanine--tRNA ligase subunit alpha [synthetic bacterium JCVI-Syn3.0],72.5714285714286,108,351,53000000000,5697473328.73756,5761684352.08406,6037755343.68181,5761684352.08406,6594725860.8024,5888740043.45216,5703350183.11703,5888740043.45216,5673522572.54392,5875318861.53683,5767429454.04424,5767429454.04424,0.003770106508497,0.003610478605735,0.003582350522761,290,278,276
AOE93487.1,hypothetical protein JCVSYN2_01480 [synthetic bacterium JCVI-Syn3.0],48.019801980198,40,203,34000000000,3969826037.09966,3764007675.09195,3896265388.97298,3896265388.97298,3381795318.605,3739016119.58068,4180452726.42245,3739016119.58068,3522775850.35223,3735687380.48523,3810173503.38982,3735687380.48523,0.002549486331455,0.00229244925173,0.002320365033848,196,177,179
AOE93488.1,arginine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],51.6245487364621,69,555,34000000000,3876865965.20796,3799144057.5235,3790367522.26247,3799144057.5235,3126523360.08083,3442561056.35971,3710443925.22984,3442561056.35971,4006605595.27371,4186910549.86187,4060577968.20012,4060577968.20012,0.002485935858809,0.002110688016657,0.002522165849275,191,163,194
AOE93489.1,ribosome recycling factor [synthetic bacterium JCVI-Syn3.0],58.2417582417582,68,183,110000000000,12287416583.4688,13176075197.167,12527441643.3524,12527441643.3524,13336768760.2884,10937725176.2425,12148382798.8164,12148382798.8164,12750507263.6967,12155221207.5457,10680461369.4222,12155221207.5457,0.008197219144317,0.00744836346413,0.007550029591881,631,574,582
AOE93490.1,UMP kinase [synthetic bacterium JCVI-Syn3.0],52.7426160337553,48,238,31000000000,2855918241.92622,2835701462.14199,2848027988.39832,2848027988.39832,3902351162.35472,4123636037.45573,3363911633.70444,3902351162.35472,3647378020.27704,3656987335.42483,3766088118.31671,3656987335.42483,0.001863581584707,0.002392592520604,0.002271481705528,144,184,175
AOE93491.1,hypothetical protein JCVSYN2_01515 [synthetic bacterium JCVI-Syn3.0],39.8009950248756,20,202,49000000000,8394517643.67168,8082923306.10763,7702031882.4542,8082923306.10763,3465723458.13949,3643035423.75595,4893168485.62578,3643035423.75595,4126547877.02724,4186893948.75014,4505157974.46791,4186893948.75014,0.005288988410657,0.002233601986223,0.002600625087062,407,172,200
AOE93492.1,translation elongation factor Ts [synthetic bacterium JCVI-Syn3.0],80.6779661016949,293,296,86000000000,10090696703.3005,10200836120.2248,10744555680.2198,10200836120.2248,9156512248.51802,8991772948.0763,9169329973.66025,9156512248.51802,8967323165.32356,9230249391.23504,9448723769.44183,9230249391.23504,0.006674825675769,0.005614000844406,0.005733228121016,514,432,442
AOE93493.1,30S ribosomal protein S2 [synthetic bacterium JCVI-Syn3.0],52.7397260273973,104,293,110000000000,11383227301.5415,11918980458.0136,11835831987.7839,11835831987.7839,13973910927.3383,13130513521.1786,11957891943.8696,13130513521.1786,11961072484.8153,12105674959.5085,11732896415.9507,11961072484.8153,0.007744670565731,0.008050523168066,0.007429437084611,597,620,572
AOE93494.1,molecular chaperone DnaJ [synthetic bacterium JCVI-Syn3.0],37.3655913978495,83,373,28000000000,4119245766.11297,4132378042.7595,3964326301.09885,4119245766.11297,2682511315.54999,2458587738.27061,2625386852.35229,2625386852.35229,2710874030.87114,2658492702.30177,2648197250.6829,2658492702.30177,0.002695391542458,0.001609665733629,0.001651282048221,208,124,127
AOE93495.1,molecular chaperone DnaK [synthetic bacterium JCVI-Syn3.0],62.2673434856176,242,592,150000000000,26347849078.0571,26886101755.3845,25526305703.6388,26347849078.0571,11710205841.5002,11430306680.8318,11622598517.6214,11622598517.6214,11933779937.9663,12116012395.2582,12426840089.7417,12116012395.2582,0.017240478864161,0.007125996899385,0.007525675638302,1328,549,580
AOE93496.1,nucleotide exchange factor GrpE [synthetic bacterium JCVI-Syn3.0],59,57,201,52000000000,8063702975.51375,8569893799.85996,8065001389.61591,8065001389.61591,4908551156.6301,4469109881.77903,4392752153.74837,4469109881.77903,4726013959.33469,4490552133.10616,4314422550.41204,4490552133.10616,0.005277261365251,0.002740081154166,0.002789237720149,406,211,215
AOE93497.1,heat-inducible transcription repressor HrcA [synthetic bacterium JCVI-Syn3.0],37.9411764705882,45,341,27000000000,4362281534.00032,4445546605.81359,4059544318.95944,4362281534.00032,1986987190.78453,2193137024.61432,2351002353.80312,2193137024.61432,2404974574.36659,2556428147.68838,2640098249.96972,2556428147.68838,0.002854419818621,0.001344646604942,0.001587886212435,220,104,122
AOE93498.1,hypothetical protein JCVSYN2_01550 [synthetic bacterium JCVI-Syn3.0],59.6072931276297,231,714,91000000000,12111978861.4976,12255513298.1169,12089206076.1184,12111978861.4976,9226140488.3451,10309796125.399,7767970078.25449,9226140488.3451,9059558123.41754,8867661956.32772,9312174992.52324,9059558123.41754,0.007925364797186,0.005656691007054,0.005627205852799,610,436,433
AOE93499.1,RNA methyltransferase [synthetic bacterium JCVI-Syn3.0],73.4806629834254,32,182,41000000000,3723632888.33638,3636462943.3574,3685647025.52363,3685647025.52363,5082802009.30768,5257572675.59836,4442875009.05546,5082802009.30768,4823943896.67433,4963464202.9506,5383599349.19616,4963464202.9506,0.002411670093299,0.003116345394156,0.00308297981342,186,240,237
AOE93500.1,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family [synthetic bacterium JCVI-Syn3.0]",64,32,201,25000000000,2595689688.38543,2444963505.14335,2561770702.21538,2561770702.21538,2982950611.68479,3151308391.32778,2889710511.68647,2982950611.68479,2644267830.85325,2781447282.79736,2947891475.90619,2781447282.79736,0.001676271695482,0.001828893665875,0.001727653403818,129,141,133
AOE93503.1,hypothetical protein JCVSYN2_01585 [synthetic bacterium JCVI-Syn3.0],15.2173913043478,1,47,850000000,41776016.0895123,49161134.7482687,46734495.5118438,46734495.5118438,176264617.517077,87305546.7840617,68883202.0086128,87305546.7840617,169445660.03243,110919350.504521,99509976.8036726,110919350.504521,3.0580298213799E-05,5.35283959726435E-05,6.88958567122991E-05,2,4,5
AOE93504.1,ribonuclease J [synthetic bacterium JCVI-Syn3.0],52.9508196721311,106,611,19000000000,2423562081.27033,2376389037.11046,2385519420.26995,2385519420.26995,1910675629.78861,1927540498.17732,1807609229.9488,1910675629.78861,2011785340.52157,2004832431.66776,2152086331.24522,2011785340.52157,0.001560943249043,0.001171465106788,0.001249589669666,120,90,96
AOE93505.1,hypothetical protein JCVSYN2_01595 [synthetic bacterium JCVI-Syn3.0],20.3821656050955,13,315,7400000000,1437875054.27301,1373783487.83303,1508607508.30918,1437875054.27301,399185737.446507,375428155.176827,736466270.443426,399185737.446507,552360876.395851,553556461.6188,462736448.503364,552360876.395851,0.000940860652764,0.00024474701789,0.00034309050333,72,19,26
AOE93506.1,LemA family protein [synthetic bacterium JCVI-Syn3.0],66.2162162162162,71,223,67000000000,6852467473.35289,7232948707.03211,6832571919.38764,6852467473.35289,7544629805.97418,7493124837.63146,7327482280.51669,7493124837.63146,7997617660.82027,8073151804.96706,7646005510.31768,7997617660.82027,0.004483850666204,0.004594152011593,0.004967597789686,345,354,383
AOE93507.1,hypothetical protein JCVSYN2_01610 [synthetic bacterium JCVI-Syn3.0],9.80392156862745,4,103,16000000000,1261775734.72791,1419712112.79809,1351018431.70775,1351018431.70775,2561501542.04018,2266798339.53662,2134483584.94314,2266798339.53662,1745338700.57843,1737093663.41749,1522277890.25039,1737093663.41749,0.000884026800364,0.001389809508999,0.001078969139165,68,107,83
AOE93508.1,phosphoglycerate kinase [synthetic bacterium JCVI-Syn3.0],79.4554455445545,231,405,110000000000,8064643804.46941,8146988787.30521,8456131152.33809,8146988787.30521,15125828134.0834,14031346801.7012,13349093223.2451,14031346801.7012,14435426328.2031,13999092090.9969,14391449677.6576,14391449677.6576,0.005330909084001,0.008602838139123,0.008939028675918,411,663,689
AOE93509.1,type I glyceraldehyde-3-phosphate dehydrogenase [synthetic bacterium JCVI-Syn3.0],88.1656804733728,315,339,270000000000,26760653914.2233,26884277979.5481,27573837732.6274,26884277979.5481,31198029257.7428,30005121820.8036,31135171316.4889,31135171316.4889,31334773621.9443,32161599022.884,32946535333.7374,32161599022.884,0.017591486307345,0.01908946040997,0.019976684932254,1355,1470,1539
AOE93510.1,primosomal protein [synthetic bacterium JCVI-Syn3.0],39.4230769230769,14,313,6700000000,861215158.8855,810257756.672484,796180932.337051,810257756.672484,593307207.589369,614301493.01849,859108531.734638,614301493.01849,665012114.281177,737799931.628827,762816873.852463,737799931.628827,0.000530184899991,0.000376637851501,0.000458273133954,41,29,35
AOE93511.1,chromosome replication initiation protein [synthetic bacterium JCVI-Syn3.0],23.0964467005076,10,395,1700000000,302550653.98076,293689570.081026,273300410.951892,293689570.081026,136304689.990671,141863776.37736,168176707.892961,141863776.37736,125021339.757155,126781432.628747,132311418.339428,126781432.628747,0.000192173137572,8.69788996898897E-05,7.87483462212856E-05,15,7,6
AOE93512.1,DNA-formamidopyrimidine glycosylase [synthetic bacterium JCVI-Syn3.0],65.6934306569343,33,275,21000000000,2394050071.51947,2367475780.80547,2424140856.16934,2394050071.51947,2025071227.27585,2233777875.51517,2265470877.42567,2233777875.51517,2444687947.68939,2428210585.53819,2417114778.06144,2428210585.53819,0.00156652520422,0.00136956414615,0.001508245836345,121,105,116
AOE93513.1,DNA polymerase I [synthetic bacterium JCVI-Syn3.0],66.3007683863886,128,912,20000000000,2000856753.90499,2038230924.32481,2001897698.00233,2001897698.00233,2246127997.50535,2276627332.04733,2230497505.62933,2246127997.50535,2433808861.34571,2442908314.36511,2329044612.87505,2433808861.34571,0.001309923813833,0.001377136199067,0.001511723119669,101,106,116
AOE93514.1,DNA polymerase III subunit alpha [synthetic bacterium JCVI-Syn3.0],30.3951367781155,54,988,6300000000,700411866.275273,719122218.371103,707583169.157156,707583169.157156,601432386.901945,696940122.688706,708908092.079651,696940122.688706,701521455.709125,741854194.401735,722226494.415306,722226494.415306,0.000463000704018,0.000427304887612,0.000448599931813,36,33,35
AOE93515.1,tyrosine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],27.2946859903382,34,415,17000000000,1951464638.9619,1983333529.04038,1932384442.39928,1951464638.9619,1859249790.54311,1831300781.68934,1910121088.4056,1859249790.54311,1844689428.4159,1906488447.4779,1780967853.06657,1844689428.4159,0.001276923393728,0.001139935120576,0.001145800601615,98,88,88
AOE93516.1,nicotinate phosphoribosyltransferase [synthetic bacterium JCVI-Syn3.0],76.7705382436261,68,354,27000000000,3332232183.33509,3273434568.93812,3237940141.07635,3273434568.93812,2739956517.06255,2539142115.73145,3083384601.49481,2739956517.06255,3054334402.43277,2984151588.96991,2755423880.95894,2984151588.96991,0.002141942567372,0.001679910186645,0.001853560080782,165,129,143
AOE93517.1,hypothetical protein JCVSYN2_01660 [synthetic bacterium JCVI-Syn3.0],87.1287128712871,48,203,39000000000,4635719217.1015,4617430110.22252,4386439924.67292,4617430110.22252,3813189541.90169,4207586747.04538,4287129424.39622,4207586747.04538,3962596454.65172,4739615425.03245,4350293154.97561,4350293154.97561,0.00302137400234,0.002579737230696,0.002702118002841,233,199,208
AOE93518.1,6-phosphogluconate dehydratase [synthetic bacterium JCVI-Syn3.0],60.2150537634409,91,280,74000000000,7269651872.41948,7525756089.92929,7111591852.17924,7269651872.41948,8396799305.87448,8691276419.15704,7931816811.52261,8396799305.87448,8854262823.53124,8983060836.50523,9235783988.8814,8983060836.50523,0.004756831538125,0.00514820895927,0.005579690733985,366,397,430
AOE93519.1,6-phosphogluconate dehydratase [synthetic bacterium JCVI-Syn3.0],46.2897526501767,61,284,37000000000,4011575449.33738,4161201419.41991,4067308807.69114,4067308807.69114,4449929574.75388,3976284499.43436,4160765546.09597,4160765546.09597,4075061534.96221,4126188092.74968,3971685075.55549,4075061534.96221,0.002661407059274,0.002551030420228,0.002531162095068,205,197,195
AOE93520.1,Fur family transcriptional regulator [synthetic bacterium JCVI-Syn3.0],37.6623376623377,12,155,3000000000,349433147.893145,351126576.135748,356062546.40655,351126576.135748,237960988.898786,248586490.575451,333083501.513658,248586490.575451,383504839.768194,379732598.43905,360509310.369418,379732598.43905,0.000229756527623,0.00015241226464,0.000235865090916,18,12,18
AOE93521.1,acyl carrier protein [synthetic bacterium JCVI-Syn3.0],61.6438356164384,9,74,24000000000,2576599860.20605,2735275871.24606,2874582103.9217,2735275871.24606,2494786630.15496,3122936868.05181,2786658512.27583,2786658512.27583,2405761584.26187,2366023655.15829,2637374914.72343,2405761584.26187,0.00178980324755,0.001708543910212,0.001494301982831,138,132,115
AOE93524.1,leucine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],51.6169154228856,89,805,33000000000,4108064098.59455,4197986096.11752,4121103279.45364,4121103279.45364,3464619601.75562,3417634504.78077,3461817907.23315,3461817907.23315,3505190788.49205,3375860556.91587,3347723166.65682,3375860556.91587,0.002696606989662,0.002122494693056,0.002096864110293,208,163,162
AOE93525.1,MOLPALP family lipoprotein [synthetic bacterium JCVI-Syn3.0],51.9913885898816,103,930,17000000000,2207663328.57933,2165609424.23317,2205885398.10113,2205885398.10113,1705934706.29401,1674327492.8664,1925465670.34084,1705934706.29401,1739883133.02817,1708518154.08075,1666712692.47622,1708518154.08075,0.001443401336863,0.00104593524496,0.001061219898949,111,81,82
AOE93526.1,30S ribosomal protein S9 [synthetic bacterium JCVI-Syn3.0],24.2424242424242,41,133,68000000000,8370895830.82805,8454874478.72845,8703328631.61792,8454874478.72845,7115151378.67876,8334898068.75922,7679649783.63929,7679649783.63929,6046413478.88505,6543472760.67257,6751315588.19071,6543472760.67257,0.00553237132632,0.004708513372771,0.0040643779437,426,363,313
AOE93527.1,50S ribosomal protein L13 [synthetic bacterium JCVI-Syn3.0],80.794701986755,64,152,110000000000,12539682093.7503,12297018861.2937,12691132919.4895,12539682093.7503,16341171306.6279,15343863566.8907,13127583733.3154,15343863566.8907,9774727539.55813,9324878861.55517,8559941117.51904,9324878861.55517,0.008205228573312,0.009407562692325,0.005792005768002,632,725,446
AOE93528.1,ABC transporter permease [synthetic bacterium JCVI-Syn3.0],44.8225923244026,94,1382,14000000000,1826015346.61977,1899312022.7546,1875800036.3478,1875800036.3478,1340081230.71363,1378571465.14495,1495139881.2018,1378571465.14495,1417609682.05892,1379349134.43087,1388121200.72766,1388121200.72766,0.001227412939259,0.000845223722673,0.000862210235722,95,65,66
AOE93529.1,tRNA pseudouridine(38-40) synthase TruA [synthetic bacterium JCVI-Syn3.0],11.5537848605578,7,252,1800000000,268860510.930737,280898372.65376,259151466.399488,268860510.930737,151549547.166866,112483525.315495,201324609.326678,151549547.166866,192180235.401723,184425490.064801,149126242.740453,184425490.064801,0.000175926465283,9.29173972220487E-05,0.000114553070134,14,7,9
AOE93530.1,ABC transporter permease [synthetic bacterium JCVI-Syn3.0],15.4761904761905,12,337,3300000000,508027377.206707,486701400.910269,495465894.161471,495465894.161471,226138180.899721,248231919.838695,367107655.485766,248231919.838695,328161508.982385,319778985.472622,320387077.042365,320387077.042365,0.000324203666527,0.000152194871776,0.000199003528708,25,12,15
AOE93531.1,energy-coupling factor transporter ATPase [synthetic bacterium JCVI-Syn3.0],73.5973597359736,86,304,47000000000,5387648314.28802,5602930806.29263,5433063106.53206,5433063106.53206,5068166239.92692,5315044768.72448,4646138957.86462,5068166239.92692,5314024608.65972,5105015227.81025,5127967969.9013,5127967969.9013,0.003555076142205,0.003107371975082,0.003185158810186,274,239,245
AOE93533.1,50S ribosomal protein L17 [synthetic bacterium JCVI-Syn3.0],57.1428571428571,60,120,21000000000,2568905625.06249,2323361711.42748,2225333836.82013,2323361711.42748,2329217033.98288,2260059414.16998,2707233655.30945,2329217033.98288,2118213268.42065,2227742355.06862,2239933099.73832,2227742355.06862,0.001520270909439,0.001428079386636,0.001383728063576,117,110,107
AOE93534.1,DNA-directed RNA polymerase subunit alpha [synthetic bacterium JCVI-Syn3.0],65.9305993690852,114,318,36000000000,3693969146.24257,3715620843.61087,3730394645.51059,3715620843.61087,3658197463.32375,3691250330.65911,4022450990.70473,3691250330.65911,4424275851.334,4374066056.0009,4689774672.61348,4424275851.334,0.002431283192481,0.002263163299605,0.002748071222223,187,174,212
AOE93535.1,30S ribosomal protein S11 [synthetic bacterium JCVI-Syn3.0],59.6899224806201,84,130,37000000000,4518944771.21269,4275944839.72847,4897621100.88942,4518944771.21269,3807694819.72308,3410145222.58384,4290647580.80105,3807694819.72308,3816905752.23865,3955260294.21663,4026835618.60616,3955260294.21663,0.002956931003574,0.00233455723675,0.002456749388188,228,180,189
